Fecha_Hora_Salida,Vehiculo,Pasaj,Kms,Tiempo_viaje_s,Tiempo_muerto_s,Jornada
2024-07-15 06:37:06,7,20,15.68,6244.0,2060.0,Mañana
2024-07-15 06:42:06,9,50,15.62,7477.0,3810.0,Mañana
2024-07-15 06:47:06,15,27,6.71,2263.0,4132.0,Mañana
2024-07-15 06:52:06,6,51,124.27,7353.0,1308.0,Mañana
2024-07-15 06:57:06,22,24,14.66,6842.0,0.0,Mañana
2024-07-15 07:02:06,12,33,6.81,2469.0,4217.0,Mañana
2024-07-15 07:07:06,21,28,14.68,5753.0,0.0,Mañana
2024-07-15 07:12:06,21,28,14.68,5753.0,0.0,Mañana
2024-07-15 07:17:06,26,36,14.35,6202.0,2241.0,Mañana
2024-07-15 07:22:06,25,45,14.85,5556.0,1894.0,Mañana
2024-07-15 07:27:06,25,45,14.85,5556.0,1894.0,Mañana
2024-07-15 07:32:06,13,29,13.81,5849.0,291.0,Mañana
2024-07-15 07:37:06,4,21,6.42,2548.0,4402.0,Mañana
2024-07-15 07:42:06,31,30,15.34,5661.0,0.0,Mañana
2024-07-15 07:47:06,16,16,14.76,6093.0,5999.0,Mañana
2024-07-15 07:52:06,5,42,13.85,5671.0,4505.0,Mañana
2024-07-15 07:57:06,5,42,13.85,5671.0,4505.0,Mañana
2024-07-15 08:02:06,23,23,11.49,8229.0,5723.0,Mañana
2024-07-15 08:07:06,24,44,14.14,6193.0,3420.0,Mañana
2024-07-15 08:12:06,1,22,11.73,5109.0,4149.0,Mañana
2024-07-15 08:17:06,2,25,7.94,2631.0,4004.0,Mañana
2024-07-15 08:22:06,2,25,7.94,2631.0,4004.0,Mañana
2024-07-15 08:27:06,2,25,7.94,2631.0,4004.0,Mañana
2024-07-15 08:32:06,2,25,7.94,2631.0,4004.0,Mañana
2024-07-15 08:37:06,19,36,14.05,6271.0,4922.0,Mañana
2024-07-15 08:42:06,19,36,14.05,6271.0,4922.0,Mañana
2024-07-15 08:47:06,11,20,15.66,6180.0,3133.0,Mañana
2024-07-15 08:52:06,17,15,12.42,4383.0,7774.0,Mañana
2024-07-15 08:57:06,20,19,6.12,2377.0,4011.0,Mañana
2024-07-15 09:02:06,20,19,6.12,2377.0,4011.0,Mañana
2024-07-15 09:07:06,14,17,15.04,5502.0,3191.0,Mañana
2024-07-15 09:12:06,32,45,14.07,6429.0,5116.0,Mañana
2024-07-15 09:17:06,32,45,14.07,6429.0,5116.0,Mañana
2024-07-15 09:22:06,30,35,9.1,6568.0,2064.0,Mañana
2024-07-15 09:27:06,9,20,15.22,4832.0,2888.0,Mañana
2024-07-15 09:32:06,9,20,15.22,4832.0,2888.0,Mañana
2024-07-15 09:37:06,21,28,12.98,5199.0,3027.0,Mañana
2024-07-15 09:42:06,4,32,14.1,6120.0,5191.0,Mañana
2024-07-15 09:47:06,10,20,14.53,4745.0,6276.0,Mañana
2024-07-15 09:52:06,25,13,6.53,2214.0,3367.0,Mañana
2024-07-15 09:57:06,5,36,13.97,6332.0,1718.0,Mañana
2024-07-15 10:02:06,13,28,12.64,5552.0,3476.0,Mañana
2024-07-15 10:07:06,13,28,12.64,5552.0,3476.0,Mañana
2024-07-15 10:12:06,16,38,14.78,6009.0,2486.0,Mañana
2024-07-15 10:17:06,23,30,10.41,6793.0,78.0,Mañana
2024-07-15 10:22:06,28,34,12.58,5160.0,4355.0,Mañana
2024-07-15 10:27:06,17,33,13.97,5722.0,1277.0,Mañana
2024-07-15 10:32:06,29,13,15.08,6813.0,1073.0,Mañana
2024-07-15 10:37:06,29,13,15.08,6813.0,1073.0,Mañana
2024-07-15 10:42:06,11,25,15.92,6672.0,570.0,Mañana
2024-07-15 10:47:06,18,43,14.41,6699.0,1294.0,Mañana
2024-07-15 10:52:06,2,29,13.72,5830.0,6063.0,Mañana
2024-07-15 10:57:06,2,29,13.72,5830.0,6063.0,Mañana
2024-07-15 11:02:06,14,35,18.49,6516.0,1439.0,Mañana
2024-07-15 11:07:06,1,27,14.38,7327.0,5734.0,Mañana
2024-07-15 11:12:06,1,27,14.38,7327.0,5734.0,Mañana
2024-07-15 11:17:06,3,12,7.6,3070.0,7928.0,Mañana
2024-07-15 11:22:06,12,30,15.42,7496.0,13340.0,Mañana
2024-07-15 11:27:06,12,30,15.42,7496.0,13340.0,Mañana
2024-07-15 11:32:06,20,21,13.4,7556.0,6678.0,Mañana
2024-07-15 11:37:06,7,43,15.54,6391.0,3559.0,Mañana
2024-07-15 11:42:06,10,49,13.87,6458.0,2601.0,Mañana
2024-07-15 11:47:06,10,49,13.87,6458.0,2601.0,Mañana
2024-07-15 11:52:06,10,49,13.87,6458.0,2601.0,Mañana
2024-07-15 11:57:06,27,34,13.27,5316.0,4983.0,Tarde
2024-07-15 12:02:06,6,30,130.5,6301.0,3209.0,Tarde
2024-07-15 12:07:06,28,28,13.84,5774.0,1120.0,Tarde
2024-07-15 12:12:06,4,23,14.55,6538.0,2690.0,Tarde
2024-07-15 12:17:06,24,38,16.07,7068.0,111.0,Tarde
2024-07-15 12:22:06,13,28,14.75,6310.0,3166.0,Tarde
2024-07-15 12:27:06,13,28,14.75,6310.0,3166.0,Tarde
2024-07-15 12:32:06,13,28,14.75,6310.0,3166.0,Tarde
2024-07-15 12:37:06,5,24,16.04,8538.0,3095.0,Tarde
2024-07-15 12:42:06,25,38,14.87,5488.0,7973.0,Tarde
2024-07-15 12:47:06,15,39,14.59,6665.0,4592.0,Tarde
2024-07-15 12:52:06,29,55,15.48,5804.0,1844.0,Tarde
2024-07-15 12:57:06,29,55,15.48,5804.0,1844.0,Tarde
2024-07-15 13:02:06,2,12,15.05,5567.0,1710.0,Tarde
2024-07-15 13:07:06,8,10,7.0,1719.0,0.0,Tarde
2024-07-15 13:12:06,26,58,12.84,9857.0,6173.0,Tarde
2024-07-15 13:17:06,18,30,13.87,6251.0,2701.0,Tarde
2024-07-15 13:22:06,18,30,13.87,6251.0,2701.0,Tarde
2024-07-15 13:27:06,18,30,13.87,6251.0,2701.0,Tarde
2024-07-15 13:32:06,17,26,13.29,5994.0,5441.0,Tarde
2024-07-15 13:37:06,9,40,13.72,6372.0,573.0,Tarde
2024-07-15 13:42:06,19,27,14.74,6650.0,2677.0,Tarde
2024-07-15 13:47:06,31,35,13.96,6350.0,6928.0,Tarde
2024-07-15 13:52:06,31,35,13.96,6350.0,6928.0,Tarde
2024-07-15 13:57:06,32,36,17.34,6237.0,1594.0,Tarde
2024-07-15 14:02:06,12,29,15.19,6460.0,2200.0,Tarde
2024-07-15 14:07:06,12,29,15.19,6460.0,2200.0,Tarde
2024-07-15 14:12:06,24,29,15.45,6785.0,166.0,Tarde
2024-07-15 14:17:06,24,29,15.45,6785.0,166.0,Tarde
2024-07-15 14:22:06,11,46,15.03,6799.0,6509.0,Tarde
2024-07-15 14:27:06,21,30,16.09,10219.0,855.0,Tarde
2024-07-15 14:32:06,10,46,12.55,5912.0,3804.0,Tarde
2024-07-15 14:37:06,10,46,12.55,5912.0,3804.0,Tarde
2024-07-15 14:42:06,10,46,12.55,5912.0,3804.0,Tarde
2024-07-15 14:47:06,6,47,284.06,6770.0,3749.0,Tarde
2024-07-15 14:52:06,7,37,16.82,6222.0,5318.0,Tarde
2024-07-15 14:57:06,28,49,12.49,5911.0,4867.0,Tarde
2024-07-15 15:02:06,28,49,12.49,5911.0,4867.0,Tarde
2024-07-15 15:07:06,4,32,14.41,6974.0,3958.0,Tarde
2024-07-15 15:12:06,25,45,14.31,5507.0,3477.0,Tarde
2024-07-15 15:17:06,2,36,15.77,7079.0,2802.0,Tarde
2024-07-15 15:22:06,2,36,15.77,7079.0,2802.0,Tarde
2024-07-15 15:27:06,23,30,7.03,7003.0,1986.0,Tarde
2024-07-15 15:32:06,23,30,7.03,7003.0,1986.0,Tarde
2024-07-15 15:37:06,23,30,7.03,7003.0,1986.0,Tarde
2024-07-15 15:42:06,5,44,13.87,6063.0,2834.0,Tarde
2024-07-15 15:47:06,26,37,13.98,5695.0,0.0,Tarde
2024-07-15 15:52:06,32,53,15.17,7146.0,754.0,Tarde
2024-07-15 15:57:06,9,32,11.55,5282.0,2410.0,Tarde
2024-07-15 16:02:06,9,32,11.55,5282.0,2410.0,Tarde
2024-07-15 16:07:06,14,36,14.95,5854.0,1940.0,Tarde
2024-07-15 16:12:06,14,36,14.95,5854.0,1940.0,Tarde
2024-07-15 16:17:06,16,41,11.5,6539.0,0.0,Tarde
2024-07-15 16:22:06,30,47,8.8,6303.0,338.0,Tarde
2024-07-15 16:27:06,12,54,14.55,6732.0,2473.0,Tarde
2024-07-15 16:32:06,12,54,14.55,6732.0,2473.0,Tarde
2024-07-15 16:37:06,12,54,14.55,6732.0,2473.0,Tarde
2024-07-15 16:42:06,10,54,13.24,5863.0,1334.0,Tarde
2024-07-15 16:47:06,18,32,6.02,2515.0,5731.0,Tarde
2024-07-15 16:52:06,28,53,12.35,6297.0,842.0,Tarde
2024-07-15 16:57:06,28,53,12.35,6297.0,842.0,Tarde
2024-07-15 17:02:06,13,49,14.18,6988.0,1066.0,Tarde
2024-07-15 17:07:06,13,49,14.18,6988.0,1066.0,Tarde
2024-07-15 17:12:06,7,47,15.05,6627.0,1984.0,Tarde
2024-07-15 17:17:06,21,47,15.52,7552.0,0.0,Tarde
2024-07-15 17:22:06,4,56,13.15,6031.0,1295.0,Tarde
2024-07-15 17:27:06,8,50,14.78,7694.0,214.0,Tarde
2024-07-15 17:32:06,8,50,14.78,7694.0,214.0,Tarde
2024-07-15 17:37:06,25,46,13.75,5393.0,3032.0,Tarde
2024-07-15 17:42:06,18,25,12.79,6043.0,1341.0,Tarde
2024-07-15 17:47:06,18,25,12.79,6043.0,1341.0,Tarde
2024-07-15 17:52:06,18,25,12.79,6043.0,1341.0,Tarde
2024-07-15 17:57:06,23,37,9.43,5871.0,1935.0,Noche
2024-07-15 18:02:06,23,37,9.43,5871.0,1935.0,Noche
2024-07-15 18:07:06,30,44,8.88,5072.0,355.0,Noche
2024-07-15 18:12:06,30,44,8.88,5072.0,355.0,Noche
2024-07-15 18:17:06,9,3,8.76,1852.0,2711.0,Noche
2024-07-15 18:22:06,27,33,13.35,5876.0,1296.0,Noche
2024-07-15 18:27:06,10,37,14.71,4699.0,1094.0,Noche
2024-07-15 18:32:06,10,37,14.71,4699.0,1094.0,Noche
2024-07-15 18:37:06,10,37,14.71,4699.0,1094.0,Noche
2024-07-15 18:42:06,9,39,7.67,3883.0,96.0,Noche
2024-07-15 18:47:06,9,39,7.67,3883.0,96.0,Noche
2024-07-15 18:52:06,28,57,13.73,5131.0,675.0,Noche
2024-07-15 18:57:06,25,39,14.0,5359.0,417.0,Noche
2024-07-15 19:02:06,25,39,14.0,5359.0,417.0,Noche
2024-07-15 19:07:06,25,39,14.0,5359.0,417.0,Noche
2024-07-15 19:12:06,25,39,14.0,5359.0,417.0,Noche
2024-07-15 19:17:06,7,29,14.02,4788.0,1036.0,Noche
2024-07-15 19:22:06,2,38,13.34,5577.0,437.0,Noche
2024-07-15 19:27:06,4,37,13.08,4648.0,1828.0,Noche
2024-07-15 19:32:06,4,37,13.08,4648.0,1828.0,Noche
2024-07-15 19:37:06,4,37,13.08,4648.0,1828.0,Noche
2024-07-15 19:42:06,30,21,9.6,5100.0,487.0,Noche
2024-07-15 19:47:06,30,21,9.6,5100.0,487.0,Noche
2024-07-15 19:52:06,23,36,8.02,4761.0,763.0,Noche
2024-07-15 19:57:06,32,24,13.92,4433.0,1187.0,Noche
2024-07-15 20:02:06,32,24,13.92,4433.0,1187.0,Noche
2024-07-15 20:07:06,32,24,13.92,4433.0,1187.0,Noche
2024-07-15 20:12:06,27,35,15.01,5694.0,890.0,Noche
2024-07-15 20:17:06,28,43,13.56,5356.0,557.0,Noche
2024-07-15 20:22:06,28,43,13.56,5356.0,557.0,Noche
2024-07-15 20:27:06,28,43,13.56,5356.0,557.0,Noche
2024-07-15 20:32:06,31,30,13.14,3924.0,1829.0,Noche
2024-07-15 20:37:06,31,30,13.14,3924.0,1829.0,Noche
2024-07-15 20:42:06,25,20,14.26,5783.0,571.0,Noche
2024-07-15 20:47:06,25,20,14.26,5783.0,571.0,Noche
2024-07-15 20:52:06,25,20,14.26,5783.0,571.0,Noche
2024-07-15 20:57:06,29,32,13.88,4722.0,48.0,Noche
2024-07-15 21:02:06,29,32,13.88,4722.0,48.0,Noche
2024-07-15 21:07:06,29,32,13.88,4722.0,48.0,Noche
2024-07-15 21:12:06,30,25,8.32,2972.0,134.0,Noche
2024-07-15 21:17:06,32,14,12.65,4135.0,409.0,Noche
2024-07-15 21:22:06,32,14,12.65,4135.0,409.0,Noche
2024-07-15 21:27:06,32,14,12.65,4135.0,409.0,Noche
2024-07-15 21:32:06,26,20,12.46,4159.0,1515.0,Noche
2024-07-15 21:37:06,26,20,12.46,4159.0,1515.0,Noche
2024-07-15 21:42:06,26,20,12.46,4159.0,1515.0,Noche
2024-07-15 21:47:06,31,17,12.35,6596.0,959.0,Noche
2024-07-15 21:52:06,31,17,12.35,6596.0,959.0,Noche
2024-07-15 21:57:06,31,17,12.35,6596.0,959.0,Noche
2024-07-15 22:02:06,31,17,12.35,6596.0,959.0,Noche
2024-07-15 22:07:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-15 22:12:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-15 22:17:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-15 22:22:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-15 22:27:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-15 22:32:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-15 22:37:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-15 22:42:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-15 22:47:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-15 22:52:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-15 22:57:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-15 23:02:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-15 23:07:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-15 23:12:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-15 23:17:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-15 23:22:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-15 23:27:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-15 23:32:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-15 23:37:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-15 23:42:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-15 23:47:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-15 23:52:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-15 23:57:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 00:02:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 00:07:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 00:12:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 00:17:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 00:22:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 00:27:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 00:32:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 00:37:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 00:42:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 00:47:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 00:52:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 00:57:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 01:02:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 01:07:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 01:12:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 01:17:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 01:22:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 01:27:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 01:32:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 01:37:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 01:42:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 01:47:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 01:52:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 01:57:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 02:02:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 02:07:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 02:12:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 02:17:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 02:22:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 02:27:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 02:32:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 02:37:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 02:42:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 02:47:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 02:52:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 02:57:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 03:02:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 03:07:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 03:12:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 03:17:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 03:22:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 03:27:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 03:32:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 03:37:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 03:42:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 03:47:06,21,29,15.39,4700.0,0.0,Madrugada
2024-07-16 03:52:06,19,15,14.58,3196.0,0.0,Madrugada
2024-07-16 03:57:06,19,15,14.58,3196.0,0.0,Madrugada
2024-07-16 04:02:06,18,14,13.07,3253.0,0.0,Madrugada
2024-07-16 04:07:06,18,14,13.07,3253.0,0.0,Madrugada
2024-07-16 04:12:06,17,25,14.13,3850.0,0.0,Madrugada
2024-07-16 04:17:06,16,15,14.34,3708.0,0.0,Madrugada
2024-07-16 04:22:06,15,30,6.73,2331.0,0.0,Madrugada
2024-07-16 04:27:06,11,50,16.04,5567.0,0.0,Madrugada
2024-07-16 04:32:06,11,50,16.04,5567.0,0.0,Madrugada
2024-07-16 04:37:06,13,19,14.59,3371.0,0.0,Madrugada
2024-07-16 04:42:06,8,45,14.33,5432.0,0.0,Madrugada
2024-07-16 04:47:06,8,45,14.33,5432.0,0.0,Madrugada
2024-07-16 04:52:06,9,30,14.91,5212.0,0.0,Madrugada
2024-07-16 04:57:06,5,40,14.79,4535.0,0.0,Madrugada
2024-07-16 05:02:06,5,40,14.79,4535.0,0.0,Madrugada
2024-07-16 05:07:06,7,53,15.09,5442.0,0.0,Madrugada
2024-07-16 05:12:06,25,60,16.07,5542.0,0.0,Madrugada
2024-07-16 05:17:06,25,60,16.07,5542.0,0.0,Madrugada
2024-07-16 05:22:06,4,44,14.6,5284.0,0.0,Madrugada
2024-07-16 05:27:06,19,61,14.41,5415.0,2571.0,Madrugada
2024-07-16 05:32:06,19,61,14.41,5415.0,2571.0,Madrugada
2024-07-16 05:37:06,1,43,15.13,6520.0,0.0,Madrugada
2024-07-16 05:42:06,29,70,15.22,8091.0,0.0,Madrugada
2024-07-16 05:47:06,14,29,6.17,1914.0,426.0,Madrugada
2024-07-16 05:52:06,26,47,6.77,2461.0,0.0,Madrugada
2024-07-16 05:57:06,18,32,14.69,5896.0,3194.0,Madrugada
2024-07-16 06:02:06,10,52,16.87,8874.0,36.0,Mañana
2024-07-16 06:07:06,21,47,12.21,4854.0,3565.0,Mañana
2024-07-16 06:12:06,33,43,14.65,6132.0,0.0,Mañana
2024-07-16 06:17:06,27,54,13.91,6571.0,0.0,Mañana
2024-07-16 06:22:06,23,42,2.56,3547.0,0.0,Mañana
2024-07-16 06:27:06,32,35,14.8,6295.0,0.0,Mañana
2024-07-16 06:32:06,16,47,15.09,6278.0,4333.0,Mañana
2024-07-16 06:37:06,17,42,6.78,3144.0,5139.0,Mañana
2024-07-16 06:42:06,12,42,15.21,6710.0,3008.0,Mañana
2024-07-16 06:47:06,15,28,15.05,5345.0,6119.0,Mañana
2024-07-16 06:52:06,11,26,15.96,6842.0,2833.0,Mañana
2024-07-16 06:57:06,9,62,15.13,7553.0,2641.0,Mañana
2024-07-16 07:02:06,9,62,15.13,7553.0,2641.0,Mañana
2024-07-16 07:07:06,6,42,170.07,3373.0,0.0,Mañana
2024-07-16 07:12:06,5,28,8.28,3141.0,3202.0,Mañana
2024-07-16 07:17:06,30,27,5.56,3738.0,2771.0,Mañana
2024-07-16 07:22:06,8,42,13.82,7151.0,4115.0,Mañana
2024-07-16 07:27:06,8,42,13.82,7151.0,4115.0,Mañana
2024-07-16 07:32:06,25,35,14.8,6431.0,2678.0,Mañana
2024-07-16 07:37:06,4,38,12.78,5745.0,2913.0,Mañana
2024-07-16 07:42:06,19,31,7.82,3714.0,2238.0,Mañana
2024-07-16 07:47:06,14,30,12.57,6694.0,5146.0,Mañana
2024-07-16 07:52:06,1,28,13.14,6150.0,1860.0,Mañana
2024-07-16 07:57:06,1,28,13.14,6150.0,1860.0,Mañana
2024-07-16 08:02:06,24,54,13.87,6396.0,3667.0,Mañana
2024-07-16 08:07:06,21,69,15.4,8053.0,2362.0,Mañana
2024-07-16 08:12:06,18,47,13.69,5677.0,2489.0,Mañana
2024-07-16 08:17:06,18,47,13.69,5677.0,2489.0,Mañana
2024-07-16 08:22:06,29,35,14.88,6246.0,1573.0,Mañana
2024-07-16 08:27:06,29,35,14.88,6246.0,1573.0,Mañana
2024-07-16 08:32:06,20,44,13.75,7910.0,11947.0,Mañana
2024-07-16 08:37:06,2,21,16.33,6994.0,2209.0,Mañana
2024-07-16 08:42:06,33,25,13.6,7371.0,2687.0,Mañana
2024-07-16 08:47:06,22,31,6.71,3066.0,1961.0,Mañana
2024-07-16 08:52:06,15,47,15.62,7567.0,2653.0,Mañana
2024-07-16 08:57:06,15,47,15.62,7567.0,2653.0,Mañana
2024-07-16 09:02:06,23,24,9.09,7158.0,6220.0,Mañana
2024-07-16 09:07:06,16,42,12.87,5981.0,3086.0,Mañana
2024-07-16 09:12:06,12,28,15.54,7216.0,3049.0,Mañana
2024-07-16 09:17:06,12,28,15.54,7216.0,3049.0,Mañana
2024-07-16 09:22:06,12,28,15.54,7216.0,3049.0,Mañana
2024-07-16 09:27:06,7,24,16.59,7042.0,2637.0,Mañana
2024-07-16 09:32:06,6,39,203.78,7003.0,5628.0,Mañana
2024-07-16 09:37:06,6,39,203.78,7003.0,5628.0,Mañana
2024-07-16 09:42:06,10,17,14.83,6791.0,4239.0,Mañana
2024-07-16 09:47:06,4,41,13.84,6106.0,2247.0,Mañana
2024-07-16 09:52:06,4,41,13.84,6106.0,2247.0,Mañana
2024-07-16 09:57:06,28,21,7.67,2986.0,2097.0,Mañana
2024-07-16 10:02:06,5,55,12.75,6252.0,7459.0,Mañana
2024-07-16 10:07:06,5,55,12.75,6252.0,7459.0,Mañana
2024-07-16 10:12:06,1,44,14.56,9344.0,2482.0,Mañana
2024-07-16 10:17:06,1,44,14.56,9344.0,2482.0,Mañana
2024-07-16 10:22:06,1,44,14.56,9344.0,2482.0,Mañana
2024-07-16 10:27:06,26,35,13.46,7975.0,2500.0,Mañana
2024-07-16 10:32:06,19,37,13.2,6589.0,6825.0,Mañana
2024-07-16 10:37:06,19,37,13.2,6589.0,6825.0,Mañana
2024-07-16 10:42:06,2,42,15.57,7756.0,656.0,Mañana
2024-07-16 10:47:06,2,42,15.57,7756.0,656.0,Mañana
2024-07-16 10:52:06,21,27,14.46,7083.0,2584.0,Mañana
2024-07-16 10:57:06,21,27,14.46,7083.0,2584.0,Mañana
2024-07-16 11:02:06,21,27,14.46,7083.0,2584.0,Mañana
2024-07-16 11:07:06,20,26,14.49,8012.0,1366.0,Mañana
2024-07-16 11:12:06,14,34,16.41,7483.0,6166.0,Mañana
2024-07-16 11:17:06,14,34,16.41,7483.0,6166.0,Mañana
2024-07-16 11:22:06,14,34,16.41,7483.0,6166.0,Mañana
2024-07-16 11:27:06,23,53,11.26,7365.0,1794.0,Mañana
2024-07-16 11:32:06,23,53,11.26,7365.0,1794.0,Mañana
2024-07-16 11:37:06,33,40,13.82,7532.0,3074.0,Mañana
2024-07-16 11:42:06,30,40,13.49,7847.0,12445.0,Mañana
2024-07-16 11:47:06,30,40,13.49,7847.0,12445.0,Mañana
2024-07-16 11:52:06,15,60,13.82,6372.0,3620.0,Tarde
2024-07-16 11:57:06,15,60,13.82,6372.0,3620.0,Tarde
2024-07-16 12:02:06,15,60,13.82,6372.0,3620.0,Tarde
2024-07-16 12:07:06,6,27,13.89,7640.0,1874.0,Tarde
2024-07-16 12:12:06,9,24,14.88,7563.0,2622.0,Tarde
